iter	RMSE
444	5.194192421
445	5.184270707
446	5.172826264
447	5.154456357
448	5.137110078
449	5.120083074
450	5.105258434
451	5.093087256
452	5.081221946
453	5.063399231
454	5.051791858
455	5.042439476
456	5.028452603
457	5.017111143
458	4.998615594
459	4.984917962
460	4.974396697
461	4.956169313
462	4.94274595
463	4.925805361
464	4.912608027
465	4.895894458
466	4.882970048
467	4.87029323
468	4.853772692
469	4.844617499
470	4.833811379
471	4.811602647
472	4.789885435
473	4.783394752
474	4.767641623
475	4.751678035
476	4.742962913
477	4.725317047
478	4.709711153
479	4.697553183
480	4.682267576
481	4.666408721
482	4.652531079
483	4.642397443
484	4.627499659
485	4.614180746
486	4.599592084
487	4.589978479
488	4.571927238
489	4.559154771
490	4.54518283
491	4.527794897
492	4.519522741
493	4.506024257
494	4.497870795
495	4.491134888
496	4.477838705
497	4.469090935
498	4.461061872
499	4.448511644
500	4.442028319
501	4.436018145
502	4.419219554
503	4.410647185
504	4.404239223
505	4.391248584
506	4.378469505
507	4.366380598
508	4.360111603
509	4.354301629
510	4.345947331
511	4.3402367
512	4.330422264
513	4.318028934
514	4.306117093
515	4.290128474
516	4.278555775
517	4.266197875
518	4.25073276
519	4.241237584
520	4.229270858
521	4.2237498
522	4.208761726
523	4.19947383
524	4.187877821
525	4.180290932
526	4.169349749
527	4.154884787
528	4.145738588
529	4.13454992
530	4.125619899
531	4.112268704
532	4.09821381
533	4.087577695
534	4.076747429
535	4.067931877
536	4.054924066
537	4.044083276
538	4.031390776
539	4.020780576
540	4.013903596
541	4.003507997
542	3.994896774
543	3.982498545
544	3.972287261
545	3.965627017
546	3.955621376
547	3.947258005
548	3.93237825
549	3.92257554
550	3.91611332
551	3.906507377
552	3.898375342
553	3.880275896
554	3.870847558
555	3.864602786
556	3.855362582
557	3.847524389
558	3.833244519
559	3.824189346
560	3.818127531
561	3.812194167
562	3.803299479
563	3.795761167
564	3.781834721
565	3.773117417
566	3.764118794
567	3.747172336
568	3.738633446
569	3.732954578
570	3.716555665
571	3.708179014
572	3.699986317
573	3.694413183
574	3.687357301
575	3.679295068
576	3.673897197
577	3.665993283
578	3.660690065
579	3.647308521
580	3.63454193
581	3.626194651
582	3.611635376
583	3.602767334
584	3.58745302
585	3.579249372
586	3.570696029
587	3.555872244
588	3.547874629
589	3.540633197
590	3.532317294
591	3.525197687
592	3.518203651
593	3.510029905
594	3.503153141
595	3.49101998
596	3.482871806
597	3.474915698
598	3.463015651
599	3.455317461
600	3.443284102
601	3.435789326
602	3.424165484
603	3.416563533
604	3.409265151
605	3.397865038
606	3.391070756
607	3.378010424
608	3.370960884
609	3.359681516
610	3.348837517
611	3.338580083
612	3.331348514
613	3.324390599
614	3.313719472
615	3.303751434
616	3.296935383
617	3.284634876
618	3.277564196
619	3.270672182
620	3.260389609
621	3.250827093
622	3.244209389
623	3.237411378
624	3.227230556
625	3.220609763
626	3.214108877
627	3.201556767
628	3.192302908
629	3.185964889
630	3.179515102
631	3.173184816
632	3.161016928
633	3.154642759
634	3.148398743
635	3.13951549
636	3.133296002
637	3.127560231
638	3.117698408
639	3.111689645
640	3.103049451
641	3.096995094
642	3.085354243
643	3.076700609
644	3.070698695
645	3.065230952
646	3.056880406
647	3.050934806
648	3.042715613
649	3.036878017
650	3.032147445
651	3.026409934
652	3.020611166
653	3.009398242
654	3.001178429
655	2.995981243
656	2.985837184
657	2.977793026
658	2.969337812
659	2.96428954
660	2.958615338
661	2.953085514
662	2.945819728
663	2.938690545
664	2.934164652
665	2.927159997
666	2.91782027
667	2.913353472
668	2.907924292
669	2.904728122
670	2.895609648
671	2.887950869
672	2.879807112
673	2.874964965
674	2.870576514
675	2.86231835
676	2.85422243
677	2.851151654
678	2.843244276
679	2.838481827
680	2.835494238
681	2.828648655
682	2.824359097
683	2.816557523
684	2.813643298
685	2.806043573
686	2.799320519
687	2.795426991
688	2.790137986
689	2.783566073
690	2.779314146
691	2.772856556
692	2.766519899
693	2.761310557
694	2.757530799
695	2.751293718
696	2.747155528
697	2.74102602
698	2.735010481
699	2.730944433
700	2.725032132
701	2.722242387
702	2.71643255
703	2.707924611
704	2.70279302
705	2.697742318
706	2.692691527
707	2.688695597
708	2.68038618
709	2.675423653
710	2.662939154
711	2.650863958
712	2.646051453
713	2.641106798
714	2.633166851
715	2.628425092
716	2.616854671
717	2.608142573
718	2.604139719
719	2.596526476
720	2.585851374
721	2.577515311
722	2.569998159
723	2.566035096
724	2.558666143
725	2.551437473
726	2.545666832
727	2.53679462
728	2.530037735
729	2.523434323
730	2.513030328
731	2.506610892
732	2.503415619
733	2.496413239
734	2.491909332
735	2.488042426
736	2.484927919
737	2.478053919
738	2.471310896
739	2.466837359
740	2.463039322
741	2.460017906
742	2.453397015
743	2.448977776
744	2.445102631
745	2.442155461
746	2.435652238
747	2.429272902
748	2.425479749
749	2.422619375
750	2.416375722
751	2.411951722
752	2.408225672
753	2.405435423
754	2.399300531
755	2.393282418
756	2.387378845
757	2.381135982
758	2.375002818
759	2.370609935
760	2.364070373
761	2.358073652
762	2.353008103
763	2.350322145
764	2.344533237
765	2.338649206
766	2.332326627
767	2.326563179
768	2.323942762
769	2.316742127
770	2.309716682
771	2.302861979
772	2.297202772
773	2.290515017
774	2.284954996
775	2.278429187
776	2.272965918
777	2.267597763
778	2.261228505
779	2.255952981
780	2.247015345
781	2.238268987
782	2.235084492
783	2.229855209
784	2.224721957
785	2.219278095
786	2.210738969
787	2.20540836
788	2.197057724
789	2.19214274
790	2.185650426
791	2.182583049
792	2.177422898
793	2.172364905
794	2.164232307
795	2.159372686
796	2.154488044
797	2.146545217
798	2.14208958
799	2.137732546
800	2.133471831
801	2.129305203
802	2.125230481
803	2.121245531
804	2.117348272
805	2.112467106
806	2.108640468
807	2.103829794
808	2.100071937
809	2.095330507
810	2.091639648
811	2.086966247
812	2.08334066
813	2.078734106
814	2.075172119
815	2.070631259
816	2.067131255
817	2.062654965
818	2.059215378
819	2.054802562
820	2.050709911
821	2.047328444
822	2.04296706
823	2.038974371
824	2.035649818
825	2.031339344
826	2.027443927
827	2.024175116
828	2.01999995
829	2.015784776
830	2.011980131
831	2.004660124
832	2.000508222
833	1.993367592
834	1.990181935
835	1.98608709
836	1.982354887
837	1.975410329
838	1.972304347
839	1.968255514
840	1.964609598
841	1.964082558
842	1.960175751
843	1.953439266
844	1.946869069
845	1.942918035
846	1.937533328
847	1.932476195
848	1.931951175
849	1.931434238
850	1.928434742
851	1.927926437
852	1.924018175
853	1.920480253
854	1.919976437
855	1.917028808
856	1.913273127
857	1.912776598
858	1.906519345
859	1.902690684
860	1.897547381
861	1.892733656
862	1.892239385
863	1.891752779
864	1.888894741
865	1.888416363
866	1.884762174
867	1.88428998
868	1.879299015
869	1.876517718
870	1.876052599
871	1.872443468
872	1.871984323
873	1.866106128
874	1.862369965
875	1.857573428
876	1.852895976
877	1.849350937
878	1.845980376
879	1.842522463
880	1.842069649
881	1.839418832
882	1.838973928
883	1.835655973
884	1.835217498
885	1.834785884
886	1.832195736
887	1.830553289
888	1.830130935
889	1.82690492
890	1.826488598
891	1.823288452
892	1.820789693
893	1.817205419
894	1.816795356
895	1.81639165
896	1.812866031
897	1.812467344
898	1.80852127
899	1.804695133
900	1.800309803
901	1.795934067
902	1.795535844
903	1.795143826
904	1.794757905
905	1.791069736
906	1.7876465
907	1.784281543
908	1.780041055
909	1.776822374
910	1.776439343
911	1.772310935
912	1.771932998
913	1.76889284
914	1.768521054
915	1.765534744
916	1.761414467
917	1.761047338
918	1.760685963
919	1.756910835
920	1.753996287
921	1.750937046
922	1.747225685
923	1.74424093
924	1.743277886
925	1.739826539
926	1.739470441
927	1.739119985
928	1.733187651
929	1.729370944
930	1.729017574
931	1.728080747
932	1.725180193
933	1.72425688
934	1.721464129
935	1.717823899
936	1.713934812
937	1.713027688
938	1.71031657
939	1.709422372
940	1.705865151
941	1.702570174
942	1.699947698
943	1.69906971
944	1.696688378
945	1.692678683
946	1.691814435
947	1.690971067
948	1.688490919
949	1.685032849
950	1.683670345
951	1.682347156
952	1.676600083
953	1.672334081
954	1.668159319
955	1.667358467
956	1.666576913
957	1.664356215
958	1.660269839
959	1.656270599
960	1.655500177
961	1.65336037
962	1.64944557
963	1.648686607
964	1.647945932
965	1.645635615
966	1.643376656
967	1.640201103
968	1.636355438
969	1.633232938
970	1.631177265
971	1.627411177
972	1.624341992
973	1.620654101
974	1.617636099
975	1.61443195
976	1.610827765
977	1.608761482
978	1.605819644
979	1.602703153
980	1.600246402
981	1.596728045
982	1.595537
983	1.59266588
984	1.58922018
985	1.586197322
986	1.58380167
987	1.580432117
988	1.577133757
989	1.57130806
990	1.56938184
991	1.566183908
992	1.563249397
993	1.560905711
994	1.559030223
995	1.553430892
996	1.551598311
997	1.54851344
998	1.543103151
999	1.541249089
